# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "4" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.featurecounts.txt" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000167085.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49404049;49404049;49404049;49404052;49405068;49405073;49405161;49405187;49406759;49406759;49406759;49406759;49406759;49406759;49406759;49406759;49406761;49408756;49409042;49409042;49409042;49409042;49409042;49409042;49409042;49409042;49409076;49409135;49409331;49409331;49409331;49409331;49409331;49409331;49409331;49409331;49409331;49409331;49409331;49409350;49409449;49411678;49411678;49411678;49411678;49411678;49411678;49411678;49411678;49411678;49411678;49411678;49411678;49412686;49413177;49413177;49413177;49413177;49413177;49413177;49413177;49413177;49413177;49413177;49413177;49414242;49414242;49414740;49414740;49414742;49414744;49414748;49414835;49414835;49414835;49414835;49414835;49414835;49414835	49405042;49405204;49405204;49405204;49405204;49405204;49405204;49405204;49406854;49406854;49406854;49406854;49406854;49406854;49406854;49407473;49406854;49409158;49409158;49409158;49409158;49409158;49409158;49409158;49409158;49409158;49409158;49409158;49409473;49409473;49409473;49409473;49409473;49409473;49409473;49409473;49409473;49409473;49409473;49409473;49409473;49411839;49411839;49411839;49411839;49411839;49411839;49412234;49411839;49411839;49411839;49411839;49411839;49413291;49413291;49413253;49413291;49413291;49413291;49413291;49413291;49413291;49413291;49413291;49413291;49414333;49414333;49414858;49414858;49414802;49414876;49414848;49414905;49414905;49414878;49414880;49414884;49414877;49414858	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3838	5812
ENSG00000250186.3	chr17;chr17	49404081;49404777	49404622;49405197	+;+	963	1
ENSG00000207127.1	chr17	49416744	49416850	-	107	0
ENSG00000229944.3	chr17	49424269	49424922	-	654	466
ENSG00000249497.1	chr17;chr17;chr17	49457861;49458589;49460422	49458138;49458736;49461749	-;-;-	1754	0
ENSG00000279036.1	chr17	49494223	49497800	-	3578	0
ENSG00000064300.8	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49495293;49496624;49497391;49502063;49502063;49502063;49506299;49506299;49506299;49510412;49510412;49511892;49511892;49512708;49512708	49495483;49497097;49497649;49502204;49502204;49502204;49506385;49506658;49506658;49510664;49510664;49512052;49512052;49515017;49513372	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4150	99
ENSG00000249906.1	chr17;chr17;chr17	49505657;49510983;49573819	49506500;49511113;49574064	-;-;-	1221	0
ENSG00000277478.1	chr17	49510817	49510900	+	84	0
ENSG00000250310.1	chr17;chr17	49544847;49577769	49545229;49577962	-;-	577	0
ENSG00000182575.7	chr17;chr17;chr17;chr17;chr17;chr17	49575858;49576122;49578596;49578596;49578634;49581564	49576273;49576273;49580358;49579246;49583827;49582290	+;+;+;+;+;+	5648	9
ENSG00000121067.17	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49598884;49598886;49599497;49600006;49600203;49600279;49600309;49601681;49601865;49601865;49601865;49601865;49601865;49607068;49607250;49607250;49607250;49607250;49607250;49607300;49607874;49607874;49607874;49607874;49607874;49607874;49607874;49607874;49611280;49611280;49611280;49611280;49611280;49611280;49611280;49611280;49611338;49611381;49612779;49618504;49618981;49618981;49618981;49618981;49618981;49618981;49618981;49618981;49618981;49619046;49619234;49619234;49619234;49619234;49619234;49619234;49619234;49619234;49619234;49619234;49619234;49619308;49619319;49620621;49621946;49621946;49621946;49621946;49621946;49621946;49621946;49621946;49621946;49621946;49621946;49621946;49621946;49622025;49622050;49622206;49622206;49622206;49622414;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49622733;49636197;49636759;49636759;49636759;49636759;49636759;49636759;49636759;49646116;49646116;49668027;49668027;49668027;49668027;49668027;49668027;49675895;49675895;49675895;49675895;49675895;49677933;49677933;49677933;49677933;49677933;49677933;49677933;49677933;49677933;49677933;49677933;49677933;49677933;49677933;49677933	49600522;49600522;49601631;49600522;49600522;49600522;49600522;49602398;49602007;49602007;49602041;49602007;49602007;49607372;49607372;49607372;49607372;49607372;49607372;49607372;49607929;49607929;49607929;49607929;49607929;49607929;49607929;49607929;49611457;49611457;49611457;49611457;49611318;49611457;49611457;49611457;49611457;49611457;49612941;49618563;49619108;49619108;49619108;49619108;49619108;49619108;49619108;49619108;49619108;49619108;49619385;49619385;49619385;49619385;49619385;49619385;49619385;49619385;49619304;49619385;49619385;49619385;49619385;49620670;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622067;49622283;49622283;49622283;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49622876;49636313;49636809;49636809;49636809;49636809;49636809;49636809;49636809;49646622;49646630;49668078;49668078;49668078;49668078;49668078;49668078;49676016;49676016;49676016;49676016;49676016;49678106;49678110;49678113;49678055;49678005;49678234;49678025;49678046;49678110;49678163;49678082;49678085;49678110;49678099;49678003	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6380	689
ENSG00000121073.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49700943;49701287;49701321;49701328;49701328;49701339;49701830;49702858;49702858;49702858;49702858;49702858;49702892;49703188;49703188;49703188;49703188;49703188;49703188;49703197;49703233;49703838;49703932;49704100;49704100;49704100;49704100;49704100;49704100;49704100;49704100;49704111;49704152;49705072;49705124;49705124;49705124;49705124;49705124;49705124;49705124;49705124;49705124;49705124;49705124;49705124;49705222;49705866;49705866;49705866;49705866;49705866;49705866;49705866;49705866;49705866;49705866;49705866;49705866;49705868;49705885;49706076;49706204;49706204;49706204;49706204;49706204;49706204;49706204;49706204;49706204;49706204;49706204;49706965;49706965;49706965;49706965;49706965;49706965;49706965;49706965;49706965;49706965;49706965;49706965;49706965;49706965;49707343;49707343;49707343;49707343;49707343;49707730;49707730;49707730;49707730;49707730;49707730;49707730;49708076;49708076;49708076;49708076;49708768	49701510;49701510;49701510;49703011;49701510;49701510;49701922;49703011;49703011;49703011;49703011;49703138;49703011;49703990;49703294;49703294;49703294;49703294;49703294;49703294;49703294;49704226;49704226;49704226;49704226;49704226;49704226;49704226;49704226;49704226;49704226;49704226;49704226;49705281;49705281;49705365;49705281;49705281;49705281;49705281;49705281;49705281;49706309;49705281;49705281;49705281;49705281;49705896;49705896;49705896;49706309;49705896;49705896;49705896;49705896;49705896;49705896;49705896;49705896;49706334;49705896;49706309;49706355;49706334;49706309;49706334;49706334;49706309;49706309;49706309;49706334;49706334;49706309;49707068;49707260;49707068;49707068;49707068;49707068;49707067;49707068;49707068;49707068;49707068;49707068;49707068;49707068;49707444;49707444;49707771;49707444;49707444;49707964;49707949;49708090;49707940;49708199;49707920;49707920;49708169;49708163;49708157;49708166;49709014	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5919	1007
ENSG00000250751.1	chr17;chr17	49708334;49719628	49708475;49720060	+;+	575	0
ENSG00000121104.7	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49710332;49710995;49711345;49716165;49716165;49716165;49716205;49717513;49717513;49717513;49717513;49717557;49717587;49717606;49717657;49717686;49717968;49719760;49719760;49719760;49719760;49719760;49719760;49719760;49719760;49719760;49720326;49720326;49720326;49720326;49720326;49720326;49720326;49720326;49720332;49720404;49722499;49722499;49722499;49722499;49722499;49722499;49722499;49722499;49722507;49724394;49732280;49732551;49732551;49732551;49732551;49732551;49732551;49732551;49732551;49732551;49747181;49763892;49763892;49765577;49773342;49788497;49788497;49788497;49788502;49789063;49789063	49711555;49711555;49711555;49716315;49716315;49716315;49716315;49717714;49717714;49717714;49717714;49717714;49717714;49717714;49717714;49717714;49718044;49719894;49719894;49719894;49719894;49719894;49719894;49719894;49719894;49719894;49720436;49720436;49720436;49720436;49720436;49720436;49720436;49720436;49720436;49720436;49722594;49722594;49722594;49722594;49722594;49722594;49722594;49722594;49722594;49724527;49732377;49732942;49732720;49732720;49732720;49732720;49732720;49732720;49732720;49732720;49747263;49764167;49764131;49765706;49773457;49788575;49788578;49788592;49788989;49789180;49789165	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3836	102
ENSG00000136504.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49788555;49788681;49788682;49788693;49788706;49788714;49789312;49789653;49791886;49791886;49791886;49791886;49791886;49791886;49791886;49791886;49796750;49796750;49796750;49796750;49796750;49796750;49798319;49798319;49798319;49798319;49805363;49805363;49805363;49805363;49805363;49805363;49809119;49809119;49811476;49811476;49811476;49811476;49811476;49811476;49811566;49814952;49815031;49815332;49815390;49815398;49815803;49815803;49815803;49815803;49815803;49815803;49815803;49815803;49815803;49815803;49815803;49815803;49817820;49817820;49817820;49817820;49817820;49817820;49817820;49817820;49817820;49821337;49821337;49821337;49821337;49821337;49821337;49821337;49821337;49821337;49821337;49821337;49821493;49821650;49821650;49821650;49821650;49821650;49821650;49821650;49821650;49821650;49821650;49821650;49821685;49823202;49823202;49823202;49823202;49823202;49823202;49823202;49823202;49823202;49823202;49823202;49823202;49823234;49824482;49826000;49826000;49826000;49826000;49826000;49826000;49826000;49826000;49826000;49826000;49826000;49826000;49826000;49826002;49826693;49826693;49826693;49826693;49826693;49826693;49826693;49826693;49826693;49826693;49826693;49826693;49826693;49827401;49827401;49827401;49827401;49827401;49827401;49827401;49827401;49827401	49788849;49788849;49788849;49788849;49788849;49788849;49789373;49789965;49792033;49792033;49792033;49792033;49792033;49792033;49792033;49792033;49796926;49796926;49796926;49796926;49796926;49796926;49798558;49798494;49798558;49798558;49805445;49805445;49805445;49805445;49805445;49805445;49809208;49809208;49811574;49811574;49811574;49811574;49811574;49811574;49811574;49815074;49815074;49815612;49815612;49815464;49815913;49815913;49815913;49815913;49815913;49815913;49815913;49815913;49815913;49815896;49815913;49815913;49818011;49818011;49818011;49818011;49818011;49818011;49818011;49818011;49818011;49821426;49821426;49821426;49821426;49821426;49821426;49821426;49821426;49821426;49821426;49821426;49821790;49821790;49821790;49821790;49821790;49821790;49821790;49821790;49821790;49821790;49821790;49821748;49821790;49823295;49823295;49823295;49823295;49823295;49823295;49823295;49823295;49823295;49823295;49823643;49823295;49823295;49824740;49826146;49826146;49826146;49826146;49826377;49826146;49826146;49826146;49826146;49826146;49826146;49826146;49826146;49826146;49826799;49826799;49826713;49826799;49826706;49826799;49826799;49826799;49826799;49826799;49826706;49827130;49826799;49827584;49827800;49827816;49829096;49829096;49827703;49827762;49835030;49827617	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11749	1191
ENSG00000235183.3	chr17	49795343	49795669	+	327	1
ENSG00000262837.1	chr17;chr17	49834239;49836354	49834553;49836454	+;+	416	0
ENSG00000176358.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49838309;49838309;49838309;49838309;49838309;49839850;49839850;49839850;49841552;49841552;49841552;49844056;49844057;49844060;49844064;49844064;49844064;49844064;49844064;49847577;49847895;49847895;49847913;49847913;49847913;49847913;49847913	49838673;49838673;49838673;49838673;49838673;49839909;49839909;49839909;49841584;49841584;49841584;49844157;49844157;49844073;49844157;49844157;49844157;49844157;49844157;49848017;49848017;49848017;49848017;49848017;49848017;49848017;49848017	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1001	0
ENSG00000204584.1	chr17;chr17;chr17	49845910;49846145;49846932	49846006;49846241;49848837	+;+;+	2100	3
ENSG00000248954.1	chr17;chr17;chr17;chr17;chr17	49887598;49888111;49896026;49898081;49900535	49887672;49888317;49896112;49899168;49900893	+;+;+;+;+	1816	0
ENSG00000254039.1	chr17;chr17;chr17	49914403;49915123;49932738	49914506;49915232;49932918	+;+;+	395	0
ENSG00000249176.1	chr17	49939122	49939819	+	698	25
ENSG00000199492.1	chr17	49966075	49966176	-	102	0
ENSG00000108813.10	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	49968970;49969174;49969330;49969615;49971964;49972177;49972680;49972766;49972939;49973073;49973073;49973073;49973701;49973701;49973701	49969039;49969751;49969751;49969751;49972915;49972397;49972915;49973269;49974600;49973269;49973191;49973269;49974959;49974600;49973753	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3644	47
ENSG00000064195.7	chr17;chr17;chr17;chr17;chr17	49990005;49991335;49993400;49993400;49994674	49991864;49991864;49993590;49993703;49995224	-;-;-;-;-	2715	4
ENSG00000248172.1	chr17;chr17	49996889;50016398	49997027;50016844	+;+	586	0
ENSG00000246640.1	chr17;chr17;chr17	50050349;50053493;50055629	50052635;50053627;50055739	-;-;-	2533	28
ENSG00000005884.17	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	50055968;50056068;50056110;50056438;50056440;50056487;50063538;50064077;50064077;50064077;50064077;50064077;50064528;50064528;50064528;50064528;50064528;50068056;50068056;50068056;50070844;50070844;50070844;50070844;50070873;50071311;50071311;50071311;50071311;50071740;50071986;50071986;50071986;50071986;50072160;50073916;50073916;50073916;50073916;50073916;50073916;50073916;50074144;50074144;50074144;50074144;50074144;50074144;50074144;50074448;50074448;50074448;50074448;50074448;50074448;50075459;50075459;50075459;50075459;50075459;50075460;50075599;50075599;50075599;50075599;50076326;50076326;50076326;50076326;50076326;50076584;50076584;50076584;50076584;50076584;50076625;50076974;50076974;50076974;50076974;50077379;50077379;50077379;50077400;50078004;50078046;50078046;50078046;50078046;50078046;50078207;50078207;50078207;50078207;50078207;50078207;50078824;50078824;50078824;50078824;50078824;50078824;50079076;50079076;50079076;50079076;50079435;50079435;50079435;50079435;50080262;50080262;50080262;50080317;50081097;50081310;50081310;50081310;50081310;50086329;50087744;50087744;50087744;50088213;50088225;50088225;50088225;50089110;50089110;50089110;50089110;50089110;50090190	50056016;50056645;50056645;50056645;50056645;50056645;50066032;50064204;50064204;50064204;50064204;50064204;50064607;50064607;50064607;50064607;50064789;50068305;50068305;50068305;50070930;50070930;50070930;50070930;50070930;50071518;50071518;50071518;50071518;50072182;50072182;50072182;50072182;50072182;50072182;50074004;50074004;50074004;50074004;50074004;50074004;50074004;50074292;50074280;50074280;50074280;50074211;50074280;50074280;50074514;50074534;50074534;50074534;50074534;50074534;50075735;50075526;50075526;50075526;50075526;50075735;50075735;50075735;50075735;50075700;50076475;50076475;50076475;50076475;50076475;50076681;50076681;50076681;50076733;50077447;50076681;50077121;50077121;50077121;50076995;50077447;50077447;50077447;50077447;50078125;50078125;50078125;50078125;50078125;50078125;50078284;50078284;50078284;50078284;50078284;50078284;50078926;50078926;50078926;50079016;50078926;50078926;50079258;50079258;50079258;50079258;50079557;50079557;50079557;50079483;50080375;50080375;50080375;50080375;50081193;50081408;50081408;50081380;50081408;50087869;50087869;50087869;50087869;50088366;50088366;50088366;50088366;50089729;50089815;50090481;50090480;50090480;50090481	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9802	36088
ENSG00000276851.1	chr17	50094065	50094647	+	583	166
ENSG00000005882.11	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	50094737;50094784;50095275;50095285;50095375;50095387;50095695;50095695;50095737;50095974;50096132;50096132;50097423;50097423;50097423;50097423;50097423;50097423;50097423;50097423;50097423;50097423;50097513;50104324;50105279;50105371;50105371;50105371;50105371;50105371;50105371;50105371;50105371;50105371;50105371;50105885;50105885;50105885;50105885;50105885;50105885;50105885;50105885;50105885;50105885;50105885;50106441;50106794;50106794;50106794;50106794;50106794;50106794;50106794;50106794;50106794;50107076;50107076;50107076;50107076;50107076;50107076;50107076;50107076;50107076;50108001;50108008;50108156;50108156;50108156;50108156;50108156;50108156;50108156;50108319;50108319;50108319;50108319;50108319;50108319;50108612;50108612;50108612;50108612;50108612;50108612;50109287;50109287;50109287;50109287;50109287;50109957;50109957;50109957;50109957;50109957	50094898;50094898;50095553;50095380;50095553;50095553;50095810;50095810;50096286;50096039;50096286;50096286;50097564;50097564;50097564;50097564;50097796;50097564;50097564;50097449;50097564;50097564;50097564;50104393;50105442;50105442;50105442;50105442;50105442;50105442;50105442;50105442;50105442;50105442;50105442;50106069;50106069;50106368;50106039;50106069;50106069;50106069;50106069;50106069;50106069;50106069;50106883;50106883;50106883;50106883;50106883;50106857;50106883;50106883;50106883;50106883;50107153;50107153;50107085;50107153;50107153;50107153;50107153;50107153;50107153;50108232;50108417;50108245;50108232;50108194;50108232;50108232;50108232;50108232;50108417;50108322;50108417;50108417;50108417;50108417;50108719;50108719;50108719;50108719;50108719;50108719;50109400;50109400;50109400;50109400;50109400;50109984;50112152;50111058;50110209;50111368	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5481	388
